07.03.2022 16:32:12,Atar,True,Atudai or not to be,horror,"Omri, Atuda, sign, contract, 6 years, dumb","Omri. a young woman from a poor background, is sent to a psychiatric hospital to be cured of Atudai, a mysterious snake-like creature. The doctor tells her that he is not to be treated like a snake, and that if she is treated like an animal, she will not be able to become a human. However, the doctor warns her not to sign a contract. She goes to the hospital to get a blood transfusion and is told that she will have to stay in the hospital for 6 years. At the hospital, she is told by the doctor that she is going to be dumb.",2,2,2,2,
07.03.2022 16:34:02,Atar,True,lab1,horror,"Domshlak, dean, lab, ghost, smokes","Domshlak. a young scientist, is hired by Dean. the head of a psychiatric hospital, to investigate a mysterious death in a lab. Dean's lab1 is haunted by a ghost who smokes from the nearby smokestack.",3,3,3,3,
07.03.2022 16:35:36,Atar,True,lab1,horror,"Domshlak, smokes, lab, Noam, rabbit","Domshlak. a scientist at a psychiatric hospital, discovers that he has a rare blood disease that causes him to die and smokes it. He decides to go to the lab1 to see if he can find a cure for his blood disease. While there, he encounters a strange rabbit named Noam. who is a rabbit with a blood-thirsty tail.",5,4,4,5,
07.03.2022 16:36:53,lemon,True,Algebric methods,"horror, science fiction, war","vengeance, Dan Garber, kill, matrices, students, fail","Dr. Dan Garber, a professor of physics at the University of Southern California, is about to be executed for a crime he did not commit with a vengeance. In an attempt to save his students, Garber uses a variety of methods to kill them. He matrices them to a computer lab, where he teaches them how to be Algebric. However, all of the methods used by Garber's students fail.",3,2,3,5,
07.03.2022 16:37:03,Atar,True,lab1,comedy,"Domshlak, smokes, lab, Noam, rabbit","Domshlak. a snobbish scientist, smokes a can of nitroglycerine. When he gets home, he finds that he has a lab1 in which he is working. Then he meets Noam, a rabbit.",4,4,4,4,
07.03.2022 16:38:38,Atar,True,lab1,action,"Domshlak, smokes, lab, Noam, rabbit","Dr. Domshlak. a scientist at the U.S. Department of Defense, is sent to the United States to work on a new drug called 'Lab1', a drug that has been proven to be effective against humans and smokes it. There he meets a group of scientists who are working on the drug, including Dr. Noam and a rabbit. ",4,4,4,4,
07.03.2022 17:43:06,Bibi,True,Bibi the king,"crime, drama, war","President, Benet, fight, Ukraine, War, children, money, missiles","The film is based on the true story of Bibi, the daughter of the President of the United States. Bibi's father, Benet. is a former CIA agent who has been sent to fight in the Ukraine during World War II. During the war, Bibi is kidnapped by a gang of crooks led by the leader of the gang. Benet and his gang kidnap Bibi and take her to a prisoner-of-war camp, where they fight for her life. The film depicts Bibi as the king of the camp, whose father was killed during the Battle of the Bulge. In the film's climax, the dynamite of the Soviet Union destroys the camp and the children are left with money and missiles.",4,3,3,5,
07.03.2022 18:23:55,ST,True,space agents,"action, comedy, science fiction","robot, agent, cop, alian, space","The film is about a robot. who is sent to a space station to work as an agent for the U.S. Space Agency. The agent is a cop. a sailor. and an alien. The alien's mission is to find a way back to Earth to save the planet from being invaded by aliens. In the end, the aliens are sent back to space.",3,3,4,5,
07.03.2022 18:24:51,Tyomk,True,Avocado and Clementine in a field,romance,"Avocado, and, Clementine, in, a, field","The film tells the story of Avocado and Clementine. a young couple who live in a small farm in the South of England. The story follows them as they travel through the countryside in search of a woman who can help them in their quest for a suitable man. The film opens with the couple's arrival at the farm, where they are met by a beautiful young woman who is in love with Avocado. The movie then cuts to a scene in which the couple is stranded on a cliff overlooking a field.",5,5,1,4,this is great
07.03.2022 18:25:41,Miki,True,The lost city,"action, mystery, thriller","City, Ancient, Far, Apocalypse ",The film tells the story of a group of explorers who travel to the Lost City of New York City in search of the lost city. They discover that the city is ancient and inhabited by a mysterious ancestor. Their journey takes them to the Far East where the ancestors fought the Apocalypse.,2,3,1,3,
07.03.2022 18:26:32,Tyomk,True,tea is over,"action, romance","tea, spoon, pot, sugar ","The plot revolves around a gangster who steals a pot of tea from a local bar. The bartender then tries to smuggle a spoon of tea into the bar. Eventually, he is captured and taken to a prisoner-of-war camp, where he learns that he has been kidnapped by a group of fugitives and is being held in the same pot. The film begins with a scene in which a young woman is smuggled into the prisoner's room with the sugar in it.",3,3,3,3,
07.03.2022 18:27:33,weeeee,True,Movie Funnies vol.1,"action, comedy","funny, random, explosion, cool","Movie Funnies Vol.1 is about a series of funny and wacky spoofs. The plot revolves around a group of teenagers who decide to go on a date with a random, sexy girl. The girls get into a fight and end up in an explosion. Eventually, the girls are able to escape and get out of the fight, which is cool. ",4,4,4,5,"I laughed, well done!"
07.03.2022 18:29:10,Atar,True,Year one,"action, drama","Oren Kurland, Use, KNN, Save the world, Apocalypse, Obama","The film tells the story of Oren Kurland. a former CIA agent who is now working for the U.S. government to stop the Apocalypse. Kurland's story is based on the events leading up to the use of nuclear weapons by the KNN. The film follows Kurland as he tries to save the world from a nuclear power outage. During the course of the film, Kurland reveals that he is the son of the President of the United States.",5,5,5,5,
07.03.2022 18:30:05,Atar,True,Year one,action,"Oren Kurland, Use, KNN, Save the world, Apocalypse, Obama","Oren Kurland. a former U.S. Air Force pilot, is sent to the United States to prepare for the Apocalypse, a global catastrophe that will wipe out the entire world. The film is based on the true story of Kurland's father, who was killed in a plane crash, and the story of his father's attempt to use the nuclear bomb to save the world. KNN is a fictionalized version of Oren's book, Save the World. The story is told in flashback as Kurland and his father are on a mission to find a way out of the crisis. In the film's opening scene, Kurland tells his father that if he can't find the bomb, the world will be destroyed. The movie ends with Obama as President.",4,4,4,4,
07.03.2022 18:33:10,A,True,the movie,romance,"love, paris, jerusalem","The movie tells the story of a man who falls in love with a young Jewish woman. He travels to Paris, where he meets a beautiful young woman. The film takes place in Jerusalem.",3,2,2,4,"if he travels to Paris, the movie cant take place in Jerusalem.."
07.03.2022 18:39:13,Master Blaster,True,Son of Shaft,"action, crime, thriller","Memphis, Gang, Thief, Family","Son of Shaft is set in Memphis, Tennessee. He is a member of a gang of ruthless gangsters. One of his gang members is the Thief. The thief's identity is revealed to be that he is the heir to the family fortune.",5,5,5,5,That's way better than I expected.
07.03.2022 18:41:08,Master Blaster,True,Son of Shaft,"action, crime, thriller","Memphis, Gang",Son of Shaft tells the story of a gang of crooks who kidnap and murder a young woman in Memphis. The gang's leader is a drug lord.,4,5,4,4,
07.03.2022 18:46:15,Master Blaster,True,Purple Rain,"drama, romance","The kid, musician, career, parents, girlfriend, rival, band","The film tells the story of a kid. who becomes a musician. After he is released from prison, he decides to pursue his dream of becoming a singer. His career is threatened by his parents. his girlfriend and a rival of his band.",5,4,5,5,
07.03.2022 18:50:39,Master Blaster,True,Nadav in love,"comedy, romance, sport","Handball, Data science, future, love, Taylor Swift","Nadav is in love with Taylor Swift, a young Indian woman who plays in Handball. The two fall in love through a series of misadventures involving the use of computers and data science. In the future, the two will have to compete against each other to win the World Series. However, their love for each other is thwarted by Taylor Swift.",4,4,3,5,
07.03.2022 18:53:08,Harry Potter ,True,Harry Potter and the Philosopher's Stone,"action, fantasy","Magic , Wizard, Hogwarts ","Harry Potter and the Wizard of Oz take place in the magical world of Hogwarts, where Harry is aided by the Magician Dr. Harry Potter.",2,5,3,2,
07.03.2022 19:18:30,תומר הדר ,True,Exploso,"action, mystery, science fiction","explosions, robots, spaceships, guns, ships, balance, love, death","The film begins with a series of explosions on a U.S. spaceship. The robots and the spaceships are sent to a space station in the Pacific Ocean. They are attacked by a group of aliens who are attempting to destroy the ship. The aliens are captured by the aliens and sent to the space station, where they are aided by the robots. Eventually, they are captured and taken back to the station. During the mission, they discover that they are being held hostage by aliens, alien robots, and robots with guns on their ships. As the mission progresses, they find themselves falling in love with each other. However, their love for each other hangs in the balance, and they fall in love to death.",3,5,2,5,mostly the problems were around repeated words
07.03.2022 19:31:18,בן מייקל,True,Lior and the Five dwarfs,"action, comedy","Lior Gavish, Atar Cohen, Ben Michael, Omer, Yon, Niv Moshe, Kids","Lior Gavish. a young Jewish boy, is kidnapped by a group of five dwarfs, led by Atar Cohen. Ben Michael. Omer. Yon. Niv Moshe and the Kids. ",4,4,3,3,
07.03.2022 19:36:14,Matan Tarif,True,It is not Halloween,"drama, thriller","sister, costume, clown, wrong, day, halloween","The film tells the story of a young boy who is kidnapped by his mother and sister in a spooky neighborhood on Halloween night. The boy's mother wants him to get a new costume for Halloween, but he doesn't want him to be a clown. Then he finds out that something is wrong with the local Halloween costume shop. He decides to go to the costume shop and find out what is going on. The movie ends with a flashback to the day before Halloween.",5,5,5,5,
07.03.2022 19:37:16,Euler,True,Infinity War,romance,"limit, exponent, zero, convergence, eigenvalue, Eigenvector","Infinity War tells the story of a romantic relationship between a man and a woman with a limit. The film begins with the relationship between the man and the woman's exponent. It then moves to the point where the man's eigenvalue, or Eigenvector, is zero. Convergence of the two is shown. The man is shown to have a sexy relationship with the woman, and the man has a sexual attraction to the woman. The woman is shown as having a relationship with an exponent of zero, and she is shown having an affair with the man. In the end, the man realizes that he is in love with her, and tries to get her to marry him, but she rejects him because he does not want to be with her again. Then he finds out that the woman is actually a married man, and that the man is the one who has inherited the property of the EigenVector.",4,3,4,3,
07.03.2022 19:39:05,Euler,True,Infinity War,science fiction,"limit, exponent, zero, convergence, eigenvalue, Eigenvector","Infinity War tells the story of a group of human beings who are sent to a galaxy far beyond their limit. They are sent back to Earth to find their exponent, the Eigenvector. They find that the exponent has a value of zero, and that the convergence of the two species is not possible. In the end, they find that they are on a collision course with each other. The film ends with a scene in which one of the aliens is killed by an alien. The aliens then return to Earth, where they find the eigenvalue of Zero and the EigenVector of Zero. The movie concludes with an infinity war between the two aliens and their elves.",4,4,4,4,
07.03.2022 19:47:08,Jerry,True,Tom and Jerry,"action, comedy","hammer, cat, mouse, slapstick, chase, hunting, trap, silliness","Tom and Jerry are a hammer-wielding gang of cat-and-mouse chasers. They are chased by a bully, a cat, and a mouse. The cat and mouse chase the bully with slapstick. The bully then chases the cat down a steep hill. The dog chases them, hunting them with a trap and silliness. ",1,1,1,1,
07.03.2022 19:48:24,Jerry,True,Night Ride,drama,"set, enterprise, trucks, success","Set in the early 20th century, the film tells the story of a small-town trucking business. The story centers on a group of young people who decide to set up a trucking enterprise on their own. They decide to start a new life by selling their trucks to the local trucking companies. However, the trucking industry is not as successful as it used to be, and they are forced to reassess their business to make a success of it. ",3,2,2,1,
07.03.2022 20:23:15,John Xina,True,The Rise of The Percpetron,"action, drama, horror","Revolution, Classifier, Machine learning","The Rise of The Percpetron is set during the Revolution of the 20th Century. It is the story of a group of scientists working on a new classifier, the PercPetron. who are attempting to gain control of the world through Machine Learning.",3,4,5,4,
07.03.2022 20:27:33,John Xina,True,Social Credits,"comedy, fantasy","China, Social Credits, John Xina, Xi Jinping, Taiwan, Social Credits test, Communism , Public Executuion",John Xina. Xi Jinping. Taiwan. Social Credits is the story of a group of Chinese Communists who are sent to China to test their social credit skills. The film begins with a series of flashbacks to the events leading up to Communism and Public Executuion.,2,2,2,4,
07.03.2022 20:27:35,John Xina,True,Social Credits,"drama, mystery","China, Social Credits, John Xina, Xi Jinping, Taiwan, Social Credits test, Communism , Public Executuion","John Xina. Xi Jinping. Taiwan. Social Credits is a fictionalized account of the events leading up to the Communist Party's takeover of China. The film is based on the true story of a Chinese Communist leader, whose social credit history was a test of Communism and Public Execution.",2,2,2,4,
07.03.2022 20:28:53,John Xina,True,Social Credits,"comedy, fantasy","China, Social Credits, John Xina, Great leader Xi Jinping, Taiwan is not a country, Social Credits test, Communism , Public Executuion","John Xina. the Great leader of Xi Jinping. is sent to Taiwan to test his Social Credits. However, he finds that Taiwan is not a country. So he sends a team of mercenaries to find a way to save the world from Communism and Public Executuion.",5,4,4,4,
07.03.2022 20:38:05,John Xina,True,Team Fortress 3,"comedy, fantasy","Gabe Newell, Valve, TF3, Valve can't count to 3, Updating localization files, Consistent updates","Gabe Newell. the head of Valve's team fortress, is on a mission to find a way to defeat Team Fortress 3's evil nemesis, Valve. TF3. Valve hasn't counted to 3. With the help of Gabe. he tries to figure out how to stop Valve from regaining the ability to count to 3. Updating localization files with Consistent updates.",5,5,2,2,
07.03.2022 20:43:19,cbr,True,The Meonot of Hell,"horror, mystery, thriller","Meonot, Zilber, Room, Avi Karaso, Deadline, Apartment , Request","The film tells the story of the Meonot. Zilber. a young man who was kidnapped by a gang of savages, who stabbed a man in the head with dynamite, killing him and killing him. The film is based on a true story, with the main character, Avi Karaso, playing the role of a meonot in the film. The plot revolves around a group of people who share a room with the gangsters, including Avi's brother, Avi. who is also a serial killer. The story is told in flashback as the film ends with a Deadline for the Apartment's request.",5,5,5,5,
07.03.2022 20:45:58,cbr,True,The Meonot of Hell,"crime, horror, thriller","Meonot, Zilber, Room, Avi Karaso, Deadline, Apartment , Locked, Nir Almog","The Meonot of Hell tells the story of Nir Almog. a young man who is kidnapped by a gang of robbers, led by Zilber. The gang kidnaps Nir and takes him to his room with Avi Karaso. The Deadline. The film opens with Nir's death in the apartment. Locked, Nir, Almog, and Nir escape from the meonot's apartment.",3,3,3,4,
07.03.2022 20:50:31,cbr,True,The Learning of Deep,"action, fantasy, war","Tamir hazan, Zilber, Deep learning , Tzahi, Fantastic , The Slayer, Lecture, Generative adversarial network ",The Learning of Deep follows the adventures of Tamir hazan. Zilber. and Tzahi. The Fantastic. The Slayer. and the Slayer's lecture on the Generative adversarial network of Deep Learning.,2,2,2,2,
07.03.2022 20:50:49,cbr,True,The Learning of Deep,"action, fantasy, war","Tamir hazan, Zilber, Deep learning , Tzahi, Fantastic , The Slayer, Lecture, Generative adversarial network ",The Learning of Deep follows the adventures of Tamir hazan. Zilber. and Tzahi. The Fantastic. The Slayer. and the Slayer's lecture on the Generative adversarial network of Deep Learning.,2,2,2,2,
07.03.2022 20:52:13,cbr,True,Hazan Game,"action, fantasy, war","Tamir hazan, Zilber, Deep learning , Tzahi, Fantastic , Lecture, Generative adversarial network ","Tamir hazan. Zilber. and Tzahi. are a group of scientists working on a Deep Learning, Deep Learning project to find out what is going on in Hazan's world. They find out that Hazan is the leader of a gang of terrorists who are planning to use Hazan as a weapon against their adversarial network. However, Tamir is unable to stop the terrorists from gaining access to the project, and he is forced to enlist in a team of CIA agents led by Tamir's CIA operatives, led by the CIA's Chief of Intelligence. The film ends with Tamir giving a lecture on the Generative Anti-Apartheid Network.",4,3,3,4,
07.03.2022 20:54:19,cbr,True,Hazan Game,"action, comedy, mystery","Tamir hazan, Zilber, Deep learning , Tzahi, Fantastic , Algorithm , Lecture, Generative adversarial network ",Tamir hazan. Zilber. Tzahi. Fantastic. Algorithm. Lecture. Generative adversarial network.,1,1,1,,
07.03.2022 20:54:25,cbr,True,Hazan Game,"action, comedy, mystery","Tamir hazan, Zilber, Deep learning , Tzahi, Fantastic , Algorithm , Lecture, Generative adversarial network ",Tamir hazan. Zilber. Tzahi. Fantastic. Algorithm. Lecture. Generative adversarial network.,1,1,1,1,
07.03.2022 20:55:13,cbr,True,Hazan Game,"comedy, mystery, thriller","Tamir hazan, Zilber, Deep learning , Tzahi, Fantastic , Algorithm , Lecture, Generative adversarial network ",Tamir hazan. Zilber. Deep Learning. Tzahi. Fantastic. Algorithm. Lecture on Generative adversarial network.,1,1,1,1,
07.03.2022 20:58:47,cbr,True,Squirrel Hunters,"action, comedy, sport","Squirrels , Open championship of israel, Debate, Ramy, Anna, Best speaker",Squirrel Hunters is a comedy-drama about a group of teenagers who decide to become professional wrestlers. The film opens with the opening of the Open championship of Israel. Ramy. and Ramy's girlfriend Anna. The title of the film is Best Speaker of all time.,2,2,2,2,
07.03.2022 20:59:09,cbr,True,Hazan Game,"drama, mystery, thriller","Tamir hazan, Zilber, Deep learning , Tzahi, Fantastic , Lecture, Generative adversarial network ","Tamir hazan. Zilber. and Tzahi. are a group of college students working on a Deep Learning, Deep Learning project led by Dr. Tamir Hazan. Hazan's mission is to find a way to solve the mystery of Tamir's disappearance. In order to do this, they must enlist the help of a nefarious network of spies led by Tamir and Zalber. who have been using Deep Learning to find Tahi's true identity. They must also find the truth behind the disappearances. The film ends with Tamir giving a lecture on the Generative adversarial network.",5,5,5,5,
07.03.2022 20:59:16,cbr,True,Hazan Game,"drama, mystery, thriller","Tamir hazan, Zilber, Deep learning , Tzahi, Fantastic , Algorithm , Lecture, Generative adversarial network ",Tamir hazan. Zilber. Deep Learning. Tzahi. Fantastic. Algorithm. Lecture on Generative adversarial network.,1,1,1,1,
07.03.2022 21:00:26,cbr,True,Squirrel Hunters,"action, comedy, mystery","Squirrels , Tech open, Debate, Coach, Anna, Best speaker, Motion","Squirrel Hunters tells the story of a group of high school students who are assigned to investigate a mysterious disappearance of two squires. The film opens with the students at Tech open for a Debate. Coach, Anna. and the rest of the students participate in the debate. During the debate, the students are confronted with the truth behind the disappearances. In the end, they are able to uncover the true identity of the disappearing Squirels. Best speaker of the film, Motion.",5,5,5,5,
07.03.2022 21:04:08,cbr,True,Squirrel Hunters,"action, comedy, mystery","Squirrels , Tech open, Debate, Coach, Anna, Best speaker, Econ motion","Squirrel Hunters tells the story of a group of college students who are assigned to hunt down a gang of squatters. The film opens with the students at Tech open for a Debate. Coach, Anna. and the rest of the students participate in the debate. During the debate, the students are confronted with the reality that they are being hunted by squires. In the end, they are rescued by the gang. Best speaker, Econ motion.",5,5,5,5,
07.03.2022 21:04:14,cbr,True,Squirrel Hunters,"action, comedy, mystery","Squirrels , Tech open, Debate, Coach, Anna, Best speaker",Squirrel Hunters tells the story of a group of college students who are sent to investigate the disappearance of two young men who have been kidnapped by a gang of squires. The film opens with the students at Tech open for a Debate. Coach. Anna. Best speaker.,4,4,4,4,
07.03.2022 23:27:00,maruti,True,the goldfish,"comedy, fantasy, mystery","goldfish , ocean, cat, giraffe, sushi, shower, shoe, professor","The film opens with a group of college students attempting to find a goldfish in a nearby ocean. The group consists of a cat, a giraffe, and a fish. The film then cuts to a sequence in which the characters are stranded in the ocean. They are rescued by a professor, who tells them that he has found the goldfish. The movie then cuts back to the time when the professor was a student at a university. The story then moves on to the present day, when he discovers that the fish he had found was actually a real goldfish, which he believes to be a mythical creature. After a shower, the characters take a shoe from the professor's office.",3,4,3,4,
07.03.2022 23:49:02,,True,The Winner's Circle,drama,"foal, slow, sold, victory","The winner's circle tells the story of a young man who wins a foal in a Kentucky Derby. The foal is a slow, unlucky colt. The colt is sold to a crooked horse trainer. The horse wins the race and the foal goes on to win the big race.",3,3,3,3,
07.03.2022 23:49:59,,True,Affair in Havana,drama,"nick, scheme, drowning, lorna","Nick. a wealthy Cuban businessman, is having an affair with a young Cuban woman, Lorna. During a party in Havana, Nick tries to persuade her to help him with his scheme. However, he ends up drowning in a sand dunes. Eventually, Nick is able to get away with the affair, but he is unable to bring himself to help her. The film ends with Nick's re-enactment of the affair with Lorda.",3,3,3,5,
08.03.2022 10:07:40,,True,the final ice cream,comedy,"cold, swan, tall, hot","The final ice cream is served cold. The swan is a tall, snooty man. When he reaches the top of a cliff, he sees a giant iceberg rising from the cliff. Then he realizes that he has landed in hot water.",3,3,1,3,
08.03.2022 12:05:49,,True,sleepy soap,romance,"bath, skin, smell, good, sex","The film opens with a young woman taking a bath in a sexy hotel room. The next morning, she wakes up from a sleepy night in the hotel room, and finds that she has a problem with her skin. She tries to get rid of the soap, but the soap doesn't smell as good as it used to. The film then cuts to a scene in which a man is scrubbing a woman's face to get a good night's sleep.",3,3,3,3,
08.03.2022 12:09:34,,True,sleepy soap,sport,"bath, skin, smell, good, sex","The film begins with a young woman taking a bath in a hot tub. She then goes to the bathroom to wash her face and skin. The next morning, she wakes up to find that her body isn't as clean as it used to be, and that the soap doesn't smell as good. Then she takes a shower and goes to have sex with it.",4,5,2,4,
08.03.2022 12:09:52,,True,Love & Debate,"comedy, drama, romance","charge, career, decides, join, love, debate","The film tells the story of a young woman who is in charge of an advertising agency. She has a career as an advertising executive. She decides to join a sex club. She falls in love with a fellow advertising executive, and they begin a debate.",3,4,3,2,
08.03.2022 12:16:11,Atar,True,The Clone,"horror, science fiction","Atar, genetics, try, clone Omri, crisis, evil","Atar. a geneticist, has developed a clone of Omri, a humanoid creature that has the ability to mutate into anything with genetics. However, he has a problem. He has to find a way to reverse the effects of Atar's mutated form, which he hopes will help him solve the crisis of evil. ",4,5,3,5,
08.03.2022 12:18:51,,True,Love Nadav,"comedy, romance","sexy, Nadav Shaham, Claudia, hot, please, bedroom","Nadav Shaham is a sexy, self-satisfied New Yorker. He is in love with Claudia, a beautiful young woman from New York City. Claudia has a hot and flamboyant personality. She wants to please everyone in her bedroom.",5,5,5,5,
08.03.2022 12:57:02,Jim helpert,True,Office Hours,"action, drama, thriller","computer, rice, flirt, wierd, boss","The plot revolves around a computer. The main character, Rice. is a professional computer programmer who is hired by his boss to help him with his work. Rice's boss wants him to flirt with a shady businessman named Wierd. However, he does not want him to be the boss he is after.",3,2,2,3,
08.03.2022 13:01:53,Jim helpert,True,Sunrise honey,"comedy, science fiction, war","lake, honey, flirt, John, snake, cow",The plot revolves around a group of college students who live in a lake in the United States. One of the students is a scientist who has developed a formula for making honey. The other students are a nerdy old man who wants to flirt with a young man named John. who has a knack for catching a snake and a cow.,3,4,2,4,
08.03.2022 13:06:29,Jim helpert,True,"Twinkle, Twinkle, Little Pink",comedy,"moon, battle, moon, moon","The Pink Panther and the Little Pink Panther are on their way to the Moon. When they arrive at the Moon, they find themselves in a battle of wills. The Moon, however, is not as bright as it seems, and the Pink Panther is determined to get to the moon. However, the Moon isn't quite what it seems.",3,3,2,2,
08.03.2022 13:49:36,,True,A Place to Be Loved,drama,"abused, type, adopted, based","Based on a true story, the film tells the story of a young girl who is abused by her abusive foster parents. She is given a place to be loved by a type of loving mother. The girl is then adopted by her adoptive parents. The film is based on the true story.",3,3,3,4,
08.03.2022 14:18:24,not a doctor,True,The Lion of Industrial Engineering,"action, crime, thriller","Oren Kurland, heart attack, US, CIA, presidents","Oren Kurland. an industrial engineer, dies of a heart attack in a psychiatric hospital. The US, CIA, and Presidents of the United States all take part in Kurland's murder spree.",4,3,4,4,
08.03.2022 17:27:10,,False,Cold Heart,"comedy, romance","Steven, love, cube, doll, corn","Steven. a high school dropout, falls in love with a young boy named Cube. However, he is not sure if he truly loves Cube, but he does love Cube too. After a while, Steven and Cube fall in love again, but Cube isn't sure what to make of Cube's love for him. In the end, Steven is able to convince Cube that he really loves him, even though he thinks he's just a doll of corn.",2,3,3,2,
08.03.2022 19:07:44,,False,Arctic gold,"action, crime","mountain, race, down, people, heart","The film is set in a mountain in the Arctic region of North America in the late 19th century. It is a race to find the gold, but a gang of smugglers are determined to get it before it is too late. One of the gangsters tries to rob a bank, but the bank's owner refuses to let him down. The gang decides to take it down with the help of a local thief. After a series of robberies, he is able to get the gold back from the people of his heart.",3,3,3,4,
